title,genres,rating
Sgt. Bilko (1996),Comedy,4
Jack and Sarah (1995),Romance,3.5
Girl 6 (1996),Comedy|Drama,5
Diabolique (1996),Drama|Thriller,3.5
Courage Under Fire (1996),Action|Crime|Drama|War,3
Mission: Impossible (1996),Action|Adventure|Mystery|Thriller,2.5
Cold Fever (Á köldum klaka) (1995),Comedy|Drama,4
Moll Flanders (1996),Drama,3.5
Dragonheart (1996),Action|Adventure|Fantasy,3.5
Eddie (1996),Comedy,5
Purple Noon (Plein soleil) (1960),Crime|Drama|Thriller,3
August (1996),Drama,1.5
James and the Giant Peach (1996),Adventure|Animation|Children|Fantasy|Musical,2.5
Fear (1996),Thriller,4
Kids in the Hall: Brain Candy (1996),Comedy,3.5
Faithful (1996),Comedy,4
Underground (1995),Comedy|Drama|War,4.5
Bloodsport 2 (a.k.a. Bloodsport II: The Next Kumite) (1996),Action,3
Song of the Little Road (Pather Panchali) (1955),Drama,3
"World of Apu, The (Apur Sansar) (1959)",Drama,2.5
Mystery Science Theater 3000: The Movie (1996),Comedy|Sci-Fi,4
Space Jam (1996),Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi,2.5
Barbarella (1968),Adventure|Comedy|Sci-Fi,4
Some Folks Call It a Sling Blade (1993),Drama|Thriller,5
"Run of the Country, The (1995)",Drama,3
"Alphaville (Alphaville, une étrange aventure de Lemmy Caution) (1965)",Drama|Mystery|Romance|Sci-Fi|Thriller,4.5
Coup de torchon (Clean Slate) (1981),Crime,3
It's My Party (1996),Drama,2.5
Operation Dumbo Drop (1995),Action|Adventure|Comedy|War,2.5
"Promise, The (Versprechen, Das) (1995)",Drama|Romance,0.5
Mrs. Winterbourne (1996),Comedy|Romance,4.5
Solo (1996),Action|Sci-Fi|Thriller,2.5
"Substitute, The (1996)",Action|Crime|Drama,3
True Crime (1996),Mystery|Thriller,3
Feeling Minnesota (1996),Drama|Romance,2.5
Angus (1995),Comedy,2
Faces (1968),Drama,2
Boys (1996),Drama,4.5
"Quest, The (1996)",Action|Adventure,5
Cosi (1996),Comedy,3
Sunset Park (1996),Drama,3.5
Mulholland Falls (1996),Crime|Drama|Thriller,1.5
"Truth About Cats & Dogs, The (1996)",Comedy|Romance,3.5
Oliver & Company (1988),Adventure|Animation|Children|Comedy|Musical,4
Celtic Pride (1996),Comedy,5
Flipper (1996),Adventure|Children,4
Captives (1994),Crime|Drama|Romance|Thriller,4.5
Dead Man (1995),Drama|Mystery|Western,2
"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)",Drama|Romance,2.5
Switchblade Sisters (1975),Crime,3.5
"Visitors, The (Visiteurs, Les) (1993)",Comedy|Fantasy|Sci-Fi,1.5
Multiplicity (1996),Comedy,5
Wallace & Gromit: The Best of Aardman Animation (1996),Adventure|Animation|Comedy,2
"Haunted World of Edward D. Wood Jr., The (1996)",Documentary,4.5
"Craft, The (1996)",Drama|Fantasy|Horror|Thriller,3.5
"Great White Hype, The (1996)",Comedy,3.5
Last Dance (1996),Drama,3
Cold Comfort Farm (1995),Comedy,4
Heaven's Prisoners (1996),Crime|Thriller,3.5
Original Gangstas (1996),Crime,2
"Rock, The (1996)",Action|Adventure|Thriller,3.5
Cemetery Man (Dellamorte Dellamore) (1994),Horror,3.5
Twister (1996),Action|Adventure|Romance|Thriller,2
Barb Wire (1996),Action|Sci-Fi,3.5
Ghost in the Shell (Kôkaku kidôtai) (1995),Animation|Sci-Fi,4
Thinner (1996),Horror|Thriller,2
Spy Hard (1996),Comedy,3.5
Wallace & Gromit: A Close Shave (1995),Animation|Children|Comedy,2
Force of Evil (1948),Film-Noir,2
"Stupids, The (1996)",Comedy,3.5
"Arrival, The (1996)",Action|Sci-Fi|Thriller,5
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy|War,4
"Month by the Lake, A (1995)",Comedy|Drama|Romance,3
Gold Diggers: The Secret of Bear Mountain (1995),Adventure|Children,5
Kim (1950),Children|Drama,3
Ashes of Time (Dung che sai duk) (1994),Drama,5
Maya Lin: A Strong Clear Vision (1994),Documentary,5
Stalingrad (1993),Drama|War,3
"Phantom, The (1996)",Action|Adventure,4
Striptease (1996),Comedy|Crime,4
Heavy (1995),Drama|Romance,3
Jack (1996),Comedy|Drama,3
I Shot Andy Warhol (1996),Drama,3
"Grass Harp, The (1995)",Comedy|Drama,4
Marlene Dietrich: Shadow and Light (1996),Documentary,3
Trainspotting (1996),Comedy|Crime|Drama,4
'Til There Was You (1997),Drama|Romance,3
Independence Day (a.k.a. ID4) (1996),Action|Adventure|Sci-Fi|Thriller,5
Stealing Beauty (1996),Drama,3
"Fan, The (1996)",Drama|Thriller,3
"Hunchback of Notre Dame, The (1996)",Animation|Children|Drama|Musical|Romance,5
"Cable Guy, The (1996)",Comedy|Thriller,1
Kingpin (1996),Comedy,3
Eraser (1996),Action|Drama|Thriller,3
"Nutty Professor, The (1996)",Comedy|Fantasy|Romance|Sci-Fi,5
Daylight (1996),Action|Adventure|Drama|Thriller,4
"Frighteners, The (1996)",Comedy|Horror|Thriller,4
Lone Star (1996),Drama|Mystery|Western,5
Harriet the Spy (1996),Children|Comedy,2
Phenomenon (1996),Drama|Romance,3
Walking and Talking (1996),Comedy|Drama|Romance,5
She's the One (1996),Comedy|Romance,4
"Time to Kill, A (1996)",Drama|Thriller,4
American Buffalo (1996),Crime|Drama,4
"Rendezvous in Paris (Rendez-vous de Paris, Les) (1995)",Comedy|Romance,4
Alaska (1996),Adventure|Children,3
Fled (1996),Action|Adventure,3
Kazaam (1996),Children|Comedy|Fantasy,1
Larger Than Life (1996),Comedy,5
"Very Brady Sequel, A (1996)",Comedy,5
"Collector, The (La collectionneuse) (1967)",Drama,4
Kaspar Hauser (1993),Drama|Mystery,3
"Convent, The (O Convento) (1995)",Drama,4
"Adventures of Pinocchio, The (1996)",Adventure|Children,4
Joe's Apartment (1996),Comedy|Fantasy|Musical,5
"First Wives Club, The (1996)",Comedy,5
Stonewall (1995),Drama,1
Ransom (1996),Crime|Thriller,5
High School High (1996),Comedy,2
Phat Beach (1996),Comedy,3
Foxfire (1996),Drama,5
Chain Reaction (1996),Action|Adventure|Thriller,5
Matilda (1996),Children|Comedy|Fantasy,5
Emma (1996),Comedy|Drama|Romance,3
"Crow: City of Angels, The (1996)",Action|Thriller,5
House Arrest (1996),Children|Comedy,3
"Eyes Without a Face (Yeux sans visage, Les) (1959)",Horror,4
Tales from the Crypt Presents: Bordello of Blood (1996),Comedy|Horror,5
"Story of Xinghua, The (Xinghua san yue tian) (1994)",Drama,5
Flirt (1995),Drama,3
"Spitfire Grill, The (1996)",Drama,4
Escape from L.A. (1996),Action|Adventure|Sci-Fi|Thriller,3
Cyclo (Xich lo) (1995),Crime|Drama,3
Basquiat (1996),Drama,4
Tin Cup (1996),Comedy|Drama|Romance,2
"Ballad of Narayama, The (Narayama Bushiko) (1958)",Drama,3
"Godfather, The (1972)",Crime|Drama,3
Supercop (Police Story 3: Supercop) (Jing cha gu shi III: Chao ji jing cha) (1992),Action|Comedy|Crime|Thriller,4
Manny & Lo (1996),Drama,3
Small Faces (1996),Drama,3
Bound (1996),Crime|Drama|Romance|Thriller,2
Carpool (1996),Comedy|Crime,2
Death in Brunswick (1991),Comedy,3
Kansas City (1996),Crime|Drama|Musical|Thriller,3
Gone Fishin' (1997),Comedy,3
Nothing to Lose (1994),Action|Crime|Drama,2
Supercop 2 (Project S) (Chao ji ji hua) (1993),Action|Comedy|Crime|Thriller,4
"Relic, The (1997)",Horror|Thriller,3
"Island of Dr. Moreau, The (1996)",Sci-Fi|Thriller,4
First Kid (1996),Children|Comedy,3
"Trigger Effect, The (1996)",Drama|Thriller,3
Bogus (1996),Children|Drama|Fantasy,3
Bulletproof (1996),Action|Comedy|Crime,2
Land Before Time III: The Time of the Great Giving (1995),Adventure|Animation|Children|Musical,2
Baton Rouge (Bâton rouge) (1988),Thriller,4
Halloween: The Curse of Michael Myers (Halloween 6: The Curse of Michael Myers) (1995),Horror|Thriller,1
Twelfth Night (1996),Comedy|Drama|Romance,3
Mother Night (1996),Drama,2
Wild Reeds (Les roseaux sauvages) (1994),Drama,4
For Whom the Bell Tolls (1943),Adventure|Drama|Romance|War,2
"Philadelphia Story, The (1940)",Comedy|Drama|Romance,3
Singin' in the Rain (1952),Comedy|Musical|Romance,4
"American in Paris, An (1951)",Musical|Romance,4
Funny Face (1957),Comedy|Musical,3
Breakfast at Tiffany's (1961),Drama|Romance,2
Vertigo (1958),Drama|Mystery|Romance|Thriller,3
Rear Window (1954),Mystery|Thriller,4
It Happened One Night (1934),Comedy|Romance,1
Gaslight (1944),Drama|Thriller,3
"Gay Divorcee, The (1934)",Comedy|Musical|Romance,4
North by Northwest (1959),Action|Adventure|Mystery|Romance|Thriller,4
"Apartment, The (1960)",Comedy|Drama|Romance,5
Some Like It Hot (1959),Comedy|Crime,3
Charade (1963),Comedy|Crime|Mystery|Romance|Thriller,2
Casablanca (1942),Drama|Romance,2
"Maltese Falcon, The (1941)",Film-Noir|Mystery,3
My Fair Lady (1964),Comedy|Drama|Musical|Romance,3
Sabrina (1954),Comedy|Romance,3
Roman Holiday (1953),Comedy|Drama|Romance,1
"Little Princess, The (1939)",Children|Drama,3
Meet Me in St. Louis (1944),Musical,2
"Wizard of Oz, The (1939)",Adventure|Children|Fantasy|Musical,2
Gone with the Wind (1939),Drama|Romance|War,2
My Favorite Year (1982),Comedy,3
Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),Drama|Film-Noir|Romance,3
Citizen Kane (1941),Drama|Mystery,2
2001: A Space Odyssey (1968),Adventure|Drama|Sci-Fi,3
All About Eve (1950),Drama,2
"Women, The (1939)",Comedy,3
Rebecca (1940),Drama|Mystery|Romance|Thriller,3
Foreign Correspondent (1940),Drama|Film-Noir|Mystery|Thriller,3
Notorious (1946),Film-Noir|Romance|Thriller,3
Spellbound (1945),Mystery|Romance|Thriller,3
"Affair to Remember, An (1957)",Drama|Romance,2
To Catch a Thief (1955),Crime|Mystery|Romance|Thriller,2
Father of the Bride (1950),Comedy,2
"Band Wagon, The (1953)",Comedy|Musical,3
Ninotchka (1939),Comedy|Romance,3
Love in the Afternoon (1957),Comedy|Romance,3
Gigi (1958),Musical,2
"Reluctant Debutante, The (1958)",Comedy|Drama,2
"Adventures of Robin Hood, The (1938)",Action|Adventure|Romance,2
"Mark of Zorro, The (1940)",Adventure,3
Laura (1944),Crime|Film-Noir|Mystery,2
"Ghost and Mrs. Muir, The (1947)",Drama|Fantasy|Romance,2
Lost Horizon (1937),Drama,3
Top Hat (1935),Comedy|Musical|Romance,2
To Be or Not to Be (1942),Comedy|Drama|War,3
My Man Godfrey (1936),Comedy|Romance,2
Giant (1956),Drama|Romance|Western,3
East of Eden (1955),Drama,2
"Thin Man, The (1934)",Comedy|Crime,1
His Girl Friday (1940),Comedy|Romance,3
Around the World in 80 Days (1956),Adventure|Comedy,2
It's a Wonderful Life (1946),Drama|Fantasy|Romance,3
Mr. Smith Goes to Washington (1939),Drama,3
Bringing Up Baby (1938),Comedy|Romance,3
Penny Serenade (1941),Drama|Romance,2
"Scarlet Letter, The (1926)",Drama,3
Lady of Burlesque (1943),Comedy|Mystery,3
Of Human Bondage (1934),Drama,3
Angel on My Shoulder (1946),Crime|Drama,2
Little Lord Fauntleroy (1936),Drama,3
"Inspector General, The (1949)",Musical,4
Angel and the Badman (1947),Romance|Western,3
"39 Steps, The (1935)",Drama|Mystery|Thriller,3
"Walk in the Sun, A (1945)",War,1
"Outlaw, The (1943)",Western,2
Night of the Living Dead (1968),Horror|Sci-Fi|Thriller,3
"African Queen, The (1951)",Adventure|Comedy|Romance|War,1
Beat the Devil (1953),Adventure|Comedy|Crime|Drama|Romance,3
Cat on a Hot Tin Roof (1958),Drama,3
"Last Time I Saw Paris, The (1954)",Drama,3
Meet John Doe (1941),Comedy|Drama,2
Algiers (1938),Drama|Romance,2
"Farewell to Arms, A (1932)",Romance|War,2
Nothing Personal (1995),Drama|War,2
"Yes, Madam (a.k.a. Police Assassins) (a.k.a. In the Line of Duty 2) (Huang gu shi jie) (1985)",Action,4
Dangerous Ground (1997),Drama,3
Picnic (1955),Drama,2
Fly Away Home (1996),Adventure|Children,2
Bliss (1997),Drama|Romance,4
Grace of My Heart (1996),Comedy|Drama,3
Maximum Risk (1996),Action|Adventure|Thriller,3
Michael Collins (1996),Drama,3
Infinity (1996),Drama,1
Big Night (1996),Comedy|Drama,1
Last Man Standing (1996),Action|Crime|Drama|Thriller,3
Caught (1996),Drama|Thriller,3
Set It Off (1996),Action|Crime,3
2 Days in the Valley (1996),Crime|Film-Noir,5
Curdled (1996),Crime,2.5
Extreme Measures (1996),Drama|Thriller,4
"Glimmer Man, The (1996)",Action|Thriller,2.5
D3: The Mighty Ducks (1996),Children|Comedy,4
"Chamber, The (1996)",Drama,2
"Apple Dumpling Gang, The (1975)",Children|Comedy|Western,1
"Davy Crockett, King of the Wild Frontier (1955)",Adventure|Western,4
Escape to Witch Mountain (1975),Adventure|Children|Fantasy,0.5
"Love Bug, The (1969)",Children|Comedy,3.5
Herbie Rides Again (1974),Adventure|Children|Comedy,5
Old Yeller (1957),Children|Drama,2
"Parent Trap, The (1961)",Children|Comedy|Romance,4
Pollyanna (1960),Children|Comedy|Drama,4.5
Homeward Bound: The Incredible Journey (1993),Adventure|Children|Drama,5
"Shaggy Dog, The (1959)",Children|Comedy,2
Swiss Family Robinson (1960),Adventure|Children,3.5
That Darn Cat! (1965),Children|Comedy|Mystery,3.5
"20,000 Leagues Under the Sea (1954)",Adventure|Drama|Sci-Fi,4.5
Cool Runnings (1993),Comedy,4
Angels in the Outfield (1994),Children|Comedy,3.5
Cinderella (1950),Animation|Children|Fantasy|Musical|Romance,5
Winnie the Pooh and the Blustery Day (1968),Animation|Children|Musical,4
"Three Caballeros, The (1945)",Animation|Children|Musical,4
"Sword in the Stone, The (1963)",Animation|Children|Fantasy|Musical,3
Robin Hood: Prince of Thieves (1991),Adventure|Drama,3
Mary Poppins (1964),Children|Comedy|Fantasy|Musical,3
Dumbo (1941),Animation|Children|Drama|Musical,3
Pete's Dragon (1977),Adventure|Animation|Children|Musical,2
Bedknobs and Broomsticks (1971),Adventure|Children|Musical,2
Alice in Wonderland (1951),Adventure|Animation|Children|Fantasy|Musical,4
"Fox and the Hound, The (1981)",Animation|Children|Drama,4
Freeway (1996),Comedy|Crime|Drama|Thriller,3
"Sound of Music, The (1965)",Musical|Romance,3
Die Hard (1988),Action|Crime|Thriller,3
"Lawnmower Man, The (1992)",Action|Horror|Sci-Fi|Thriller,5
Unhook the Stars (1996),Drama,4
"Secret Agent, The (1996)",Drama,4
Secrets & Lies (1996),Drama,3
That Thing You Do! (1996),Comedy|Drama,4
To Gillian on Her 37th Birthday (1996),Drama|Romance,2
Surviving Picasso (1996),Drama,5
Beautiful Thing (1996),Drama|Romance,3
"Long Kiss Goodnight, The (1996)",Action|Drama|Thriller,4
"Ghost and the Darkness, The (1996)",Action|Adventure,3
Looking for Richard (1996),Documentary|Drama,2
Trees Lounge (1996),Drama,3
Normal Life (1996),Crime|Drama|Romance,3
Get on the Bus (1996),Drama,3
Jude (1996),Drama,3
Everyone Says I Love You (1996),Comedy|Musical|Romance,3
Bitter Sugar (Azúcar amarga) (1996),Drama,3
William Shakespeare's Romeo + Juliet (1996),Drama|Romance,3
Swingers (1996),Comedy|Drama,2
Sleepers (1996),Thriller,3
Johns (1996),Drama,3
Aladdin and the King of Thieves (1996),Animation|Children|Comedy|Fantasy|Musical|Romance,4
Shall We Dance (1937),Comedy|Musical|Romance,3
"Damsel in Distress, A (1937)",Comedy|Musical|Romance,3
Crossfire (1947),Crime|Film-Noir,4
"Murder, My Sweet (1944)",Crime|Film-Noir|Thriller,3
Macao (1952),Adventure,3
For the Moment (1994),Romance|War,3
Willy Wonka & the Chocolate Factory (1971),Children|Comedy|Fantasy|Musical,5
"Innocents, The (1961)",Drama|Horror|Thriller,4
Sleeper (1973),Comedy|Sci-Fi,3
Bananas (1971),Comedy|War,3
"Fish Called Wanda, A (1988)",Comedy|Crime,3
Monty Python's Life of Brian (1979),Comedy,5
Victor/Victoria (1982),Comedy|Musical|Romance,4
"Candidate, The (1972)",Drama,3
"Great Race, The (1965)",Comedy|Musical,4
Bonnie and Clyde (1967),Crime|Drama,3
"Old Man and the Sea, The (1958)",Adventure|Drama,3
Dial M for Murder (1954),Crime|Mystery|Thriller,5
Madame Butterfly (1995),Musical,5
Dirty Dancing (1987),Drama|Musical|Romance,3
Reservoir Dogs (1992),Crime|Mystery|Thriller,2
Platoon (1986),Drama|War,3
Weekend at Bernie's (1989),Comedy,3
Basic Instinct (1992),Crime|Mystery|Thriller,4
"Doors, The (1991)",Drama,4
"Crying Game, The (1992)",Drama|Romance|Thriller,3
Glengarry Glen Ross (1992),Drama,3
Sophie's Choice (1982),Drama,5
E.T. the Extra-Terrestrial (1982),Children|Drama|Sci-Fi,5
"Christmas Carol, A (1938)",Children|Drama|Fantasy,3
Days of Thunder (1990),Action|Drama|Romance,3
Top Gun (1986),Action|Romance,4
Rebel Without a Cause (1955),Drama,4
"Streetcar Named Desire, A (1951)",Drama,3
Children of the Corn IV: The Gathering (1996),Horror,3
Microcosmos (Microcosmos: Le peuple de l'herbe) (1996),Documentary,3
Palookaville (1996),Action|Comedy|Drama,4
"Associate, The (1996)",Comedy,3
"Funeral, The (1996)",Crime|Drama,3
"Single Girl, A (Fille seule, La) (1995)",Drama,4
"Eighth Day, The (Huitième jour, Le) (1996)",Drama,3
Drunks (1995),Drama,3
"People vs. Larry Flynt, The (1996)",Comedy|Drama,4
Glory Daze (1995),Drama,4
"Perfect Candidate, A (1996)",Documentary,5
On Golden Pond (1981),Drama,5
"Return of the Pink Panther, The (1975)",Comedy|Crime,5
Drop Dead Fred (1991),Comedy|Fantasy,4
"Abyss, The (1989)",Action|Adventure|Sci-Fi|Thriller,3
"Fog, The (1980)",Horror,4
Escape from New York (1981),Action|Adventure|Sci-Fi|Thriller,3
"Howling, The (1980)",Horror|Mystery,4
Jean de Florette (1986),Drama|Mystery,4
Manon of the Spring (Manon des sources) (1986),Drama,3
Talking About Sex (1994),Comedy|Drama,3
Private Benjamin (1980),Comedy,4
Monty Python and the Holy Grail (1975),Adventure|Comedy|Fantasy,4
Snowriders (1996),Documentary,4
When We Were Kings (1996),Documentary,5
Wallace & Gromit: The Wrong Trousers (1993),Animation|Children|Comedy|Crime,4
"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",Drama,5
He Walked by Night (1948),Crime|Film-Noir|Thriller,4
Raw Deal (1948),Film-Noir,5
T-Men (1947),Film-Noir,3
"Children Are Watching Us, The (Bambini ci guardano, I) (1944)",Drama,1.5
"Tin Drum, The (Blechtrommel, Die) (1979)",Drama|War,3
"Ruling Class, The (1972)",Comedy|Drama,4
Dear God (1996),Comedy,1
Bad Moon (1996),Action|Adventure|Horror,3
American Dream (1990),Documentary,4.5
Best of the Best 3: No Turning Back (1995),Action,4
Bob Roberts (1992),Comedy,2.5
Cinema Paradiso (Nuovo cinema Paradiso) (1989),Drama,4
"Cook the Thief His Wife & Her Lover, The (1989)",Comedy|Drama,4
Delicatessen (1991),Comedy|Drama|Romance,1
"Double Life of Veronique, The (Double Vie de Véronique, La) (1991)",Drama|Fantasy|Romance,1
Enchanted April (1992),Drama|Romance,2.5
Paths of Glory (1957),Drama|War,2
"Grifters, The (1990)",Crime|Drama|Film-Noir,4
Hear My Song (1991),Comedy,4
"English Patient, The (1996)",Drama|Romance|War,4
Mediterraneo (1991),Comedy|Drama,4
My Left Foot (1989),Drama,4
"Sex, Lies, and Videotape (1989)",Drama,3.5
Passion Fish (1992),Drama,4
Strictly Ballroom (1992),Comedy|Romance,4.5
"Thin Blue Line, The (1988)",Documentary,3
Tie Me Up! Tie Me Down! (¡Átame!) (1990),Crime|Drama|Romance,3
Madonna: Truth or Dare (1991),Documentary|Musical,4
Paris Is Burning (1990),Documentary,3.5
One Flew Over the Cuckoo's Nest (1975),Drama,4.5
Cheech and Chong's Up in Smoke (1978),Comedy,2.5
Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Sci-Fi,3
"Princess Bride, The (1987)",Action|Adventure|Comedy|Fantasy|Romance,3.5
Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Action|Adventure,3.5
Brazil (1985),Fantasy|Sci-Fi,4
Aliens (1986),Action|Adventure|Horror|Sci-Fi,3.5
"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)",Action|Adventure|Western,4
Withnail & I (1987),Comedy,2.5
12 Angry Men (1957),Drama,3
Lawrence of Arabia (1962),Adventure|Drama|War,4
"Clockwork Orange, A (1971)",Crime|Drama|Sci-Fi|Thriller,1.5
To Kill a Mockingbird (1962),Drama,3
Apocalypse Now (1979),Action|Drama|War,5
Once Upon a Time in the West (C'era una volta il West) (1968),Action|Drama|Western,3.5
Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Sci-Fi,2.5
"Wings of Desire (Himmel über Berlin, Der) (1987)",Drama|Fantasy|Romance,3
"Third Man, The (1949)",Film-Noir|Mystery|Thriller,2.5
Goodfellas (1990),Crime|Drama,4
Alien (1979),Horror|Sci-Fi,4
Army of Darkness (1993),Action|Adventure|Comedy|Fantasy|Horror,3.5
"Big Blue, The (Grand bleu, Le) (1988)",Adventure|Drama|Romance,4
Ran (1985),Drama|War,3
"Killer, The (Die xue shuang xiong) (1989)",Action|Crime|Drama|Thriller,3
Psycho (1960),Crime|Horror,3
"Blues Brothers, The (1980)",Action|Comedy|Musical,5
"Godfather: Part II, The (1974)",Crime|Drama,3
Full Metal Jacket (1987),Drama|War,3
"Grand Day Out with Wallace and Gromit, A (1989)",Adventure|Animation|Children|Comedy|Sci-Fi,5
Henry V (1989),Action|Drama|Romance|War,5
Amadeus (1984),Drama,3
"Quiet Man, The (1952)",Drama|Romance,3
Once Upon a Time in America (1984),Crime|Drama,3
Raging Bull (1980),Drama,3
Annie Hall (1977),Comedy|Romance,2
"Right Stuff, The (1983)",Drama,4
Stalker (1979),Drama|Mystery|Sci-Fi,2
"Boot, Das (Boat, The) (1981)",Action|Drama|War,3
"Sting, The (1973)",Comedy|Crime,3
Harold and Maude (1971),Comedy|Drama|Romance,5
Trust (1990),Comedy|Drama|Romance,4
"Seventh Seal, The (Sjunde inseglet, Det) (1957)",Drama,4
Local Hero (1983),Comedy,5
"Terminator, The (1984)",Action|Sci-Fi|Thriller,5
Dead Alive (Braindead) (1992),Comedy|Fantasy|Horror,5
Glory (1989),Drama|War,5
Rosencrantz and Guildenstern Are Dead (1990),Comedy|Drama,5
